CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID1360,Female,1,No,No,38,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,94.28,2678.12,Yes
ID1361,Male,1,No,No,12,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer,79.61,4137.75,Yes
ID1362,Male,0,Yes,No,63,No,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,54.85,3913.54,Yes
ID1363,Female,1,No,No,10,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card,39.35,6159.7,No
ID1364,Male,1,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card,96.25,5421.91,Yes
ID1365,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card,67.13,5603.56,No
ID1366,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,40.84,6207.14,No
ID1367,Female,1,Yes,No,44,Yes,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,37.87,2555.43,No
ID1368,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,34.87,2812.95,Yes
ID1369,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,96.35,3815.16,Yes
ID1370,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Credit card,41.26,2684.1,Yes
ID1371,Female,0,No,Yes,71,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Mailed check,71.18,8554.29,Yes
ID1372,Female,1,No,No,71,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,63.63,7073.6,Yes
ID1373,Female,1,No,Yes,60,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Two year,No,Bank transfer,76.5,1446.7,Yes
ID1374,Male,0,No,No,11,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,106.4,68.47,No
ID1375,Female,0,No,Yes,60,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,105.46,390.71,Yes
ID1376,Female,1,Yes,No,32,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,63.58,2134.76,No
ID1377,Male,0,No,No,44,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,19.79,1010.31,No
ID1378,Female,1,Yes,No,68,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card,61.11,4641.27,Yes
ID1379,Male,1,No,No,7,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,79.17,7454.36,Yes
ID1380,Female,1,No,Yes,24,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,74.31,6403.79,Yes
ID1381,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,83.71,1888.21,Yes
ID1382,Female,0,No,Yes,29,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,33.73,3479.85,Yes
ID1383,Male,1,No,Yes,46,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,83.23,4420.8,Yes
ID1384,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer,36.61,7040.27,No
ID1385,Female,1,No,No,46,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,93.68,7290.82,No
ID1386,Male,0,No,Yes,17,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,52.33,7902.53,No
ID1387,Male,1,No,Yes,65,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card,89.59,4432.51,No
ID1388,Male,0,Yes,Yes,67,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,23.06,6035.75,No
ID1389,Male,0,No,No,32,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card,59.24,988.73,No
ID1390,Male,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,89.11,4918.12,Yes
ID1391,Male,1,No,Yes,18,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card,41.05,2174.86,Yes
ID1392,Female,1,No,No,27,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,98.18,3760.74,Yes
ID1393,Female,1,Yes,No,39,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,81.64,5513.92,No
ID1394,Male,0,Yes,Yes,14,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer,77.3,2246.73,No
ID1395,Female,1,No,Yes,40,No,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,53.78,472.17,No
ID1396,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer,66.74,108.67,Yes
ID1397,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.28,212.01,Yes
ID1398,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,65.73,92.35,Yes
ID1399,Male,0,No,No,28,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,88.43,976.2,No
ID1400,Female,0,Yes,No,65,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,61.84,2095.12,No
ID1401,Female,0,No,No,50,No,No,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,38.58,1936.84,No
ID1402,Male,0,Yes,No,9,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,39.75,8570.4,Yes
ID1403,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card,18.83,2671.48,No
ID1404,Female,1,Yes,Yes,50,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,48.5,1124.08,Yes
ID1405,Female,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,93.52,4747.19,Yes
ID1406,Female,1,No,No,27,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Bank transfer,98.06,7454.03,Yes
ID1407,Female,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer,38.6,5895.26,Yes
ID1408,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,114.63,2585.49,Yes
ID1409,Female,1,No,Yes,26,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.74,4886.29,Yes
ID1410,Male,1,Yes,No,1,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,110.41,6214.08,Yes
ID1411,Female,1,Yes,Yes,37,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,89.28,6328.88,No
ID1412,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,90.85,5795.42,Yes
ID1413,Male,1,Yes,No,15,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,26.8,7565.4,No
ID1414,Male,1,No,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,40.36,7559.29,Yes
ID1415,Male,1,No,Yes,1,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,19.14,5036.37,Yes
ID1416,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,90.22,3744.62,Yes
ID1417,Female,0,No,No,11,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card,52.87,5579.08,No
ID1418,Female,0,Yes,No,34,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,97.31,7109.64,Yes
ID1419,Female,0,No,Yes,64,No,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,52.31,68.97,Yes
ID1420,Female,0,Yes,Yes,54,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,100.59,8615.46,No
ID1421,Female,0,Yes,Yes,44,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,31.39,1604.74,No
ID1422,Female,0,Yes,Yes,61,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer,35.67,4094.61,No
ID1423,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,52.51,7575.96,No
ID1424,Female,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,59.3,1969.93,Yes
ID1425,Male,1,Yes,No,22,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,53.29,4151.34,Yes
ID1426,Male,0,Yes,No,23,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,95.0,1168.8,No
ID1427,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,27.99,3443.26,Yes
ID1428,Male,1,Yes,No,27,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,53.55,1554.84,No
ID1429,Female,0,Yes,No,20,No,No,No,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.39,3170.76,No
ID1430,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,24.96,3255.99,No
ID1431,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,112.96,8625.63,Yes
ID1432,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,117.37,8639.86,No
ID1433,Female,1,Yes,Yes,44,No,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,27.15,1014.6,Yes
ID1434,Female,1,No,No,52,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.52,6310.37,Yes
ID1435,Female,1,No,Yes,29,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,55.68,468.36,Yes
ID1436,Female,1,No,Yes,59,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card,96.28,281.61,No
ID1437,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,78.14,932.7,Yes
ID1438,Male,1,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Credit card,83.01,8385.74,No
ID1439,Male,0,Yes,Yes,66,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Credit card,94.38,8172.39,Yes
ID1440,Male,0,Yes,Yes,27,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card,30.11,1700.35,Yes
ID1441,Female,1,No,Yes,43,No,No,DSL,No internet service,No,No,No,Yes,No,Two year,No,Credit card,101.99,1420.86,Yes
ID1442,Male,1,No,Yes,40,No,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,89.16,2104.19,No
ID1443,Female,0,No,No,62,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,76.27,4487.11,No
ID1444,Female,0,No,No,22,No,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,107.67,4956.38,No
ID1445,Male,0,Yes,No,47,No,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card,88.63,1940.06,No
ID1446,Male,1,Yes,Yes,31,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,38.52,6575.99,Yes
ID1447,Female,1,Yes,Yes,56,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,61.44,2702.22,Yes
ID1448,Male,1,No,No,32,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Mailed check,67.9,8010.08,No
ID1449,Female,1,Yes,No,23,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,23.8,5710.37,No
ID1450,Female,1,Yes,No,38,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,114.19,3800.9,No
ID1451,Female,0,No,Yes,33,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,31.17,6864.43,No
ID1452,Female,1,No,No,55,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,88.34,7107.07,Yes
ID1453,Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,69.13,2536.97,No
ID1454,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,20.83,2963.56,No
ID1455,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.19,8129.86,Yes
ID1456,Female,1,Yes,Yes,67,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,103.86,1447.45,No
ID1457,Female,1,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer,70.94,385.22,Yes
ID1458,Male,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,41.26,3954.3,No
ID1459,Male,0,No,No,64,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card,30.47,6962.32,Yes
ID1460,Female,0,No,No,64,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,54.77,6706.35,No
ID1461,Male,0,No,Yes,46,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,43.92,7987.55,No
ID1462,Female,0,Yes,No,19,No,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.17,4640.08,No
ID1463,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.37,887.04,No
ID1464,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,76.03,5120.87,No
ID1465,Male,1,Yes,No,59,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,107.69,6764.64,Yes
ID1466,Female,1,No,Yes,17,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,83.66,828.67,No
ID1467,Male,1,Yes,No,34,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,66.01,1516.04,Yes
ID1468,Male,1,Yes,Yes,42,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card,104.14,126.5,Yes
ID1469,Female,0,No,Yes,10,No,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,65.62,5163.88,Yes
ID1470,Male,0,No,No,48,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,105.55,7703.38,Yes
ID1471,Female,1,No,Yes,37,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer,47.55,5831.16,No
ID1472,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,31.2,8529.18,No
ID1473,Female,1,No,No,68,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,104.21,566.17,No
ID1474,Male,1,No,Yes,7,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.29,7844.32,No
ID1475,Female,1,Yes,Yes,33,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,107.6,7073.74,Yes
ID1476,Male,0,No,Yes,47,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,112.5,2742.84,Yes
ID1477,Female,1,No,Yes,55,No,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,23.64,8455.41,Yes
ID1478,Male,1,No,No,64,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,68.6,2514.92,No
ID1479,Female,1,Yes,No,30,No,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,55.93,7725.65,No
ID1480,Female,0,Yes,No,3,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,81.15,7651.51,No
ID1481,Female,0,Yes,Yes,49,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,98.01,6584.95,No
ID1482,Male,1,Yes,Yes,68,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,46.45,4902.36,Yes
ID1483,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,74.21,1059.8,No
ID1484,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,89.48,4629.43,No
ID1485,Female,0,Yes,Yes,66,No,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,31.76,3111.57,Yes
ID1486,Male,0,No,No,44,No,No,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,100.06,6884.4,Yes
ID1487,Female,0,No,Yes,3,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,79.16,6589.04,No
ID1488,Male,0,No,No,25,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,113.68,7910.28,No
ID1489,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card,52.37,148.5,Yes
ID1490,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,29.12,7030.72,No
ID1491,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer,69.15,8151.59,Yes
ID1492,Male,0,No,No,50,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,26.87,6859.13,Yes
ID1493,Female,1,No,No,49,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,115.69,1148.11,No
ID1494,Male,1,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card,22.14,724.27,Yes
ID1495,Male,0,No,Yes,58,No,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card,93.98,200.62,No
ID1496,Male,1,No,No,14,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer,71.02,5467.95,No
ID1497,Female,1,No,Yes,29,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,55.3,5475.99,No
ID1498,Male,0,Yes,No,41,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,24.87,8571.41,No
ID1499,Female,0,No,No,36,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card,80.78,3468.96,Yes
ID1500,Male,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer,77.06,2895.9,No
ID1501,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.48,5430.52,No
ID1502,Male,1,Yes,Yes,5,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,109.73,7173.73,Yes
ID1503,Female,0,No,Yes,67,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,48.81,8136.96,No
ID1504,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer,63.45,6978.91,No
ID1505,Male,0,Yes,No,28,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,72.9,3717.04,No
ID1506,Female,1,Yes,No,58,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.32,5521.4,No
ID1507,Male,1,No,Yes,46,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,111.93,7439.66,Yes
ID1508,Female,1,No,Yes,16,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card,55.89,4271.03,Yes
ID1509,Female,1,No,Yes,21,No,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,26.37,1897.55,No
ID1510,Male,0,No,No,67,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Mailed check,57.17,1490.62,Yes
ID1511,Female,0,Yes,Yes,68,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card,78.57,21.37,Yes
ID1512,Male,0,No,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,69.87,6243.39,Yes
ID1513,Female,0,No,No,48,No,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,88.05,982.64,Yes
ID1514,Female,1,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,23.83,2132.82,No
ID1515,Male,1,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card,46.85,2601.04,Yes
ID1516,Female,0,Yes,Yes,52,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,100.58,4875.58,No
ID1517,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,26.28,3468.22,No
ID1518,Female,1,No,No,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,104.23,5865.92,Yes
ID1519,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,27.49,502.1,No
ID1520,Female,1,Yes,Yes,31,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,102.11,1093.91,Yes
ID1521,Male,0,No,Yes,50,No,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,54.51,4345.57,No
ID1522,Female,0,No,No,45,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,79.78,2939.73,No
ID1523,Male,0,No,No,20,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,33.62,2583.16,Yes
ID1524,Female,0,Yes,Yes,43,No,No,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card,24.9,600.78,No
ID1525,Male,0,No,Yes,10,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card,39.95,7781.23,Yes
ID1526,Male,0,Yes,No,67,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card,31.1,6014.47,No
ID1527,Female,0,Yes,No,0,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,49.65,1073.8,No
ID1528,Female,1,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,69.95,583.61,Yes
ID1529,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,77.42,8467.08,Yes
ID1530,Male,1,No,No,12,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,97.63,5922.22,Yes
ID1531,Female,1,No,No,10,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,84.2,3637.17,No
ID1532,Male,1,No,No,50,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,79.43,6100.36,Yes
ID1533,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,59.63,6573.46,Yes
ID1534,Male,0,No,No,23,Yes,No phone service,No,No,No,Yes,Yes,No,No,One year,No,Credit card,65.87,6778.22,Yes
ID1535,Female,1,Yes,Yes,18,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,59.91,4160.71,Yes
ID1536,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,102.89,3744.85,No
ID1537,Male,1,No,Yes,7,No,No,No,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,41.37,115.56,No
ID1538,Male,1,No,No,27,Yes,No phone service,No,No,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,18.82,8048.43,No
ID1539,Female,0,Yes,Yes,4,Yes,No,No,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card,83.71,5247.54,No
ID1540,Male,0,Yes,No,16,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,38.6,1780.29,No
